iteration,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time
593,"{'num_layers': 2, 'units_per_layer': 98, 'activation': 3, 'learning_rate': 0.00034876183902365514, 'batch_size': 16, 'dropout_rate': 0.06305675472736472, 'l2_reg_strength': 5.797038576116861e-06}",bayesian,0.1930919049680233,0.3428016315698624,94.7,88.4,14.850659847259521,7409.443723917007
594,"{'num_layers': 3, 'units_per_layer': 122, 'activation': 2, 'learning_rate': 0.0013722392386604073, 'batch_size': 128, 'dropout_rate': 0.2784449950428369, 'l2_reg_strength': 0.002712881708875046}",bayesian,0.2374031810760498,0.35863591241836545,92.93333333333334,89.2,11.440059185028076,7420.8837831020355
595,"{'num_layers': 1, 'units_per_layer': 110, 'activation': 1, 'learning_rate': 0.0009051725354211711, 'batch_size': 128, 'dropout_rate': 0.4640643636503713, 'l2_reg_strength': 1.0616078446887091e-07}",bayesian,0.3955807848771413,0.3705446677207947,88.53333333333333,89.4,11.051122665405273,7431.934905767441
596,"{'num_layers': 2, 'units_per_layer': 102, 'activation': 1, 'learning_rate': 0.0002545710133795663, 'batch_size': 32, 'dropout_rate': 0.579448074489257, 'l2_reg_strength': 1.6946334198731426e-05}",bayesian,0.8804427048365275,0.5659216032028198,70.06666666666666,86.2,12.895870923995972,7444.830776691437
597,"{'num_layers': 3, 'units_per_layer': 109, 'activation': 1, 'learning_rate': 0.02176759149757231, 'batch_size': 128, 'dropout_rate': 0.07301314313569818, 'l2_reg_strength': 1.6025796047227495e-05}",bayesian,0.26321749583880105,0.3130574917793274,91.73333333333333,90.0,11.406061172485352,7456.236837863922
598,"{'num_layers': 1, 'units_per_layer': 100, 'activation': 1, 'learning_rate': 0.015227668954640936, 'batch_size': 16, 'dropout_rate': 0.5515863865218295, 'l2_reg_strength': 4.649862003389308e-06}",bayesian,0.5780235330263773,0.38012669587135317,80.5,87.8,15.054678916931152,7471.291516780853
599,"{'num_layers': 3, 'units_per_layer': 121, 'activation': 1, 'learning_rate': 0.15510971867076195, 'batch_size': 128, 'dropout_rate': 0.14745584601377898, 'l2_reg_strength': 0.0048333610066582915}",bayesian,0.2699589459896088,0.3226897976398468,91.6,90.4,10.078211069107056,7481.36972784996
600,"{'num_layers': 2, 'units_per_layer': 97, 'activation': 1, 'learning_rate': 0.07389450539490801, 'batch_size': 32, 'dropout_rate': 0.5394566334997072, 'l2_reg_strength': 0.0003754065869221085}",bayesian,0.7395727359453838,0.5039782161712647,74.76666666666667,85.6,13.301811456680298,7494.671539306641
601,"{'num_layers': 3, 'units_per_layer': 72, 'activation': 3, 'learning_rate': 0.13989046391171422, 'batch_size': 16, 'dropout_rate': 0.33189693044746627, 'l2_reg_strength': 0.0027255452196224828}",bayesian,0.6770119603474934,0.6658070669174194,78.43333333333334,80.6,15.992385387420654,7510.663924694061
602,"{'num_layers': 2, 'units_per_layer': 101, 'activation': 3, 'learning_rate': 0.03109917034131644, 'batch_size': 16, 'dropout_rate': 0.33867944933229754, 'l2_reg_strength': 0.0005149992860731792}",bayesian,0.33166486328840256,0.39110590052604677,90.36666666666666,85.8,14.861503839492798,7525.525428533554
603,"{'num_layers': 4, 'units_per_layer': 58, 'activation': 3, 'learning_rate': 0.0005756827320399165, 'batch_size': 128, 'dropout_rate': 0.4911549907378139, 'l2_reg_strength': 0.0016472252967532062}",bayesian,1.9834233401616415,1.905489079475403,20.1,17.4,10.368330240249634,7535.893758773804
604,"{'num_layers': 1, 'units_per_layer': 41, 'activation': 3, 'learning_rate': 0.002669982333238472, 'batch_size': 16, 'dropout_rate': 0.1943541168868223, 'l2_reg_strength': 6.665374115136679e-06}",bayesian,0.3089752837816874,0.3773854942321777,92.1,88.0,13.347920656204224,7549.241679430008
605,"{'num_layers': 4, 'units_per_layer': 106, 'activation': 2, 'learning_rate': 0.006906588002799202, 'batch_size': 128, 'dropout_rate': 0.2678826045611168, 'l2_reg_strength': 1.9467853604016845e-07}",bayesian,0.29562485893567403,0.3528788616657257,91.5,90.0,11.379164934158325,7560.620844364166
